track_id,frame,x,y
0,236,220,11
0,237,220,11
0,238,220,11
0,239,220,11
3,0,52,395
3,1,52,395
3,2,52,395
3,3,53,396
3,4,54,395
3,5,54,395
3,6,54,395
3,7,55,397
3,8,55,397
3,9,56,396
3,10,56,396
3,11,57,397
3,12,57,397
3,13,58,396
3,14,58,396
3,15,57,397
3,16,60,399
3,17,62,400
3,18,62,400
3,19,62,400
3,20,65,400
3,21,65,400
3,22,66,400
3,23,66,400
3,24,67,401
3,25,67,401
3,26,67,401
3,27,68,403
3,28,68,403
3,29,69,403
3,30,69,404
3,31,70,404
3,32,70,404
3,33,73,405
3,34,73,403
3,35,74,403
3,36,74,403
3,37,75,404
3,38,75,404
3,39,76,404
3,40,76,404
3,41,76,404
3,42,77,404
3,43,77,404
3,44,78,406
3,45,78,406
3,46,78,406
3,47,78,406
3,48,80,408
3,49,81,408
3,50,81,408
3,51,82,407
3,52,82,407
3,53,83,407
3,54,83,407
3,55,85,408
3,56,85,408
3,57,85,408
3,58,89,407
3,59,90,407
3,60,90,407
3,61,91,407
3,62,91,407
3,63,92,409
3,64,92,409
3,65,94,409
3,66,94,409
3,67,95,409
3,68,95,409
3,69,95,409
3,70,100,409
3,71,100,409
3,72,100,410
3,73,100,410
3,74,102,410
3,75,102,409
3,76,102,409
3,77,102,410
3,78,102,410
3,79,104,409
3,80,104,409
3,81,105,409
3,82,105,409
3,83,105,409
3,84,105,409
3,85,106,408
3,86,106,408
3,87,106,408
3,88,107,409
3,89,107,409
3,90,109,408
3,91,109,408
3,92,110,408
3,93,110,408
3,94,115,408
3,95,117,408
3,96,117,408
3,97,118,408
3,98,118,407
3,99,119,407
3,100,119,407
3,101,120,407
3,102,120,407
3,103,120,407
3,104,121,407
3,105,121,407
3,106,121,407
3,107,121,407
3,108,126,405
3,109,126,405
3,110,127,405
3,111,127,405
3,112,129,406
3,113,129,406
3,114,129,404
3,115,130,404
3,116,130,404
3,117,131,404
3,118,132,404
3,119,133,403
3,120,133,403
3,121,133,403
3,122,134,403
3,123,134,403
3,124,135,402
3,125,135,402
3,126,136,402
3,127,136,402
3,128,137,401
3,129,137,401
3,130,139,401
3,131,138,400
3,132,138,400
3,133,139,400
3,134,139,400
3,135,140,399
3,136,141,399
3,137,141,399
3,138,144,398
3,139,144,398
3,140,148,398
3,141,148,398
4,0,52,395
4,1,52,395
4,2,52,395
4,3,53,396
4,4,54,395
4,5,54,395
4,6,54,395
4,7,55,397
4,8,55,397
4,9,56,396
4,10,56,396
4,11,57,397
4,12,57,397
4,13,58,396
4,14,58,396
4,15,57,397
4,16,60,399
4,17,62,400
4,18,62,400
4,19,62,400
4,20,65,400
4,21,65,400
4,22,66,400
4,23,66,400
4,24,67,401
4,25,67,401
4,26,67,401
4,27,68,403
4,28,68,403
4,29,69,403
4,30,69,404
4,31,70,404
4,32,70,404
4,33,73,405
4,34,73,403
4,35,74,403
4,36,74,403
4,37,75,404
4,38,75,404
4,39,76,404
4,40,76,404
4,41,76,404
4,42,77,404
4,43,77,404
4,44,78,406
4,45,78,406
4,46,78,406
4,47,78,406
4,48,80,408
4,49,81,408
4,50,81,408
4,51,82,407
4,52,82,407
4,53,83,407
4,54,83,407
4,55,85,408
4,56,85,408
4,57,85,408
4,58,89,407
4,59,90,407
4,60,90,407
4,61,91,407
4,62,91,407
4,63,92,409
4,64,92,409
4,65,94,409
4,66,94,409
4,67,95,409
4,68,95,409
4,69,95,409
4,70,100,409
4,71,100,409
4,72,100,410
4,73,100,410
4,74,102,410
4,75,102,409
4,76,102,409
4,77,102,410
4,78,102,410
4,79,104,409
4,80,104,409
4,81,105,409
4,82,105,409
4,83,105,409
4,84,105,409
4,85,106,408
4,86,106,408
4,87,106,408
4,88,107,409
4,89,107,409
4,90,109,408
4,91,109,408
4,92,110,408
4,93,110,408
4,94,115,408
4,95,117,408
4,96,117,408
4,97,118,408
4,98,118,407
4,99,119,407
4,100,119,407
4,101,120,407
4,102,120,407
4,103,120,407
4,104,121,407
4,105,121,407
4,106,121,407
4,107,121,407
4,108,126,405
4,109,126,405
4,110,127,405
4,111,127,405
4,112,129,406
4,113,129,406
4,114,129,404
4,115,130,404
4,116,130,404
4,117,131,404
4,118,132,404
4,119,133,403
4,120,133,403
4,121,133,403
4,122,134,403
4,123,134,403
4,124,135,402
4,125,135,402
4,126,136,402
4,127,136,402
4,128,137,401
4,129,137,401
4,130,139,401
4,131,138,400
4,132,138,400
4,133,139,400
4,134,139,400
4,135,140,399
4,136,141,399
4,137,141,399
4,138,144,398
4,139,144,398
4,140,148,398
4,141,148,398
7,0,38,186
7,1,38,186
7,2,39,186
7,3,39,186
7,4,41,187
7,5,41,187
7,6,42,188
7,7,42,188
7,8,43,188
7,9,43,188
7,10,44,188
7,11,44,189
7,12,46,189
7,13,46,189
7,14,46,190
7,15,46,190
7,16,47,191
7,17,47,191
7,18,48,191
7,19,49,192
7,20,49,192
7,21,50,193
7,22,50,193
7,23,51,193
7,24,51,194
7,25,56,197
7,26,56,197
7,27,58,196
7,28,58,197
7,29,59,197
7,30,59,197
7,31,60,197
7,32,60,199
7,33,61,199
7,34,61,199
7,35,61,199
7,36,61,199
7,37,63,200
7,38,63,200
7,39,63,200
7,40,63,200
7,41,64,199
7,42,64,199
7,43,64,199
7,44,65,200
7,45,65,200
7,46,66,200
7,47,66,200
7,48,67,200
7,49,67,200
7,50,67,200
7,51,67,200
7,52,69,200
7,53,69,200
7,54,70,200
7,55,70,200
7,56,71,200
7,57,71,200
7,58,72,199
7,59,72,199
7,60,73,199
7,61,73,199
7,62,74,199
7,63,75,197
7,64,76,198
7,65,76,198
7,66,77,197
7,67,77,197
7,68,78,196
7,69,78,196
7,70,79,196
7,71,79,196
7,72,80,196
7,73,80,196
7,74,81,195
7,75,80,195
7,76,81,195
7,77,81,195
7,78,82,194
7,79,83,194
7,80,84,193
7,81,85,192
7,82,85,192
7,83,86,191
7,84,87,191
7,85,87,191
7,86,88,190
7,87,88,190
7,88,89,190
7,89,89,189
7,90,90,189
7,91,90,189
7,92,90,189
7,93,91,188
7,94,91,188
7,95,92,188
7,96,92,187
7,97,93,187
7,98,93,187
7,99,94,186
7,100,94,186
7,101,95,186
7,102,95,185
7,103,96,185
7,104,96,185
7,105,97,185
7,106,97,184
7,107,98,185
7,108,98,185
7,109,99,183
7,110,99,183
7,111,100,183
7,112,100,182
7,113,101,182
7,114,101,181
7,115,101,181
7,116,101,181
7,117,103,180
7,118,103,180
7,119,104,179
7,120,104,177
7,121,105,178
7,122,105,177
7,123,106,177
7,124,106,176
7,125,107,177
7,126,108,175
7,127,109,175
7,128,109,174
7,129,110,174
7,130,110,173
7,131,111,173
7,132,111,172
7,133,112,172
7,134,112,170
7,135,113,171
7,136,113,170
7,137,113,170
7,138,114,169
7,139,115,168
7,140,115,168
7,141,115,168
7,142,116,167
7,143,116,166
7,144,117,165
7,145,117,165
7,146,117,164
7,147,117,164
7,148,119,163
7,149,119,162
7,150,121,160
7,151,122,160
7,152,122,159
7,153,122,159
7,154,123,157
7,155,123,157
7,156,124,156
7,157,125,155
7,158,126,155
7,159,126,154
7,160,127,154
8,0,38,186
8,1,38,186
8,2,39,186
8,3,39,186
8,4,41,187
8,5,41,187
8,6,43,188
8,7,43,188
8,8,44,189
8,9,46,189
8,10,46,189
8,11,46,190
8,12,46,190
8,13,47,191
8,14,47,191
8,15,48,191
8,16,49,192
8,17,49,192
8,18,50,193
8,19,50,193
8,20,51,193
8,21,51,194
8,22,58,196
8,23,58,197
8,24,59,197
8,25,59,197
8,26,60,197
8,27,60,199
8,28,61,199
8,29,61,199
8,30,61,199
8,31,61,199
8,32,63,200
8,33,63,200
8,34,63,200
8,35,63,200
8,36,64,199
8,37,64,199
8,38,64,199
8,39,65,200
8,40,65,200
8,41,66,200
8,42,66,200
8,43,67,200
8,44,67,200
8,45,67,200
8,46,67,200
8,47,69,200
8,48,69,200
8,49,70,200
8,50,70,200
8,51,71,200
8,52,71,200
8,53,75,197
8,54,77,197
8,55,77,197
8,56,78,196
8,57,78,196
8,58,79,196
8,59,81,195
8,60,81,195
8,61,83,194
8,62,85,192
8,63,86,191
8,64,87,191
8,65,87,191
8,66,88,190
8,67,88,190
8,68,89,190
8,69,89,189
8,70,90,189
8,71,90,189
8,72,90,189
8,73,91,188
8,74,91,188
8,75,92,188
8,76,92,187
8,77,93,187
8,78,93,187
8,79,94,186
8,80,94,186
8,81,95,186
8,82,95,185
8,83,96,185
8,84,96,185
8,85,97,185
8,86,97,184
8,87,98,185
8,88,98,185
8,89,99,183
8,90,99,183
8,91,100,183
8,92,100,182
8,93,101,182
8,94,101,181
8,95,101,181
8,96,101,181
8,97,103,180
8,98,103,180
8,99,107,177
8,100,108,175
8,101,109,175
8,102,109,174
8,103,110,174
8,104,110,173
8,105,111,173
8,106,111,172
8,107,112,172
8,108,112,170
8,109,113,171
8,110,113,170
8,111,113,170
8,112,114,169
8,113,115,168
8,114,115,168
8,115,115,168
8,116,116,167
8,117,116,166
8,118,117,165
8,119,117,165
8,120,117,164
8,121,117,164
8,122,121,160
8,123,122,160
8,124,122,159
8,125,122,159
8,126,124,156
8,127,125,155
8,128,126,155
8,129,126,154
8,130,127,154
11,0,27,278
11,1,27,278
11,2,28,278
11,3,28,278
11,4,29,279
11,5,29,279
11,6,30,278
11,7,30,278
11,8,31,279
11,9,31,280
11,10,32,280
11,11,32,280
11,12,33,280
11,13,33,281
11,14,34,281
11,15,34,281
11,16,36,281
11,17,36,282
11,18,38,281
11,19,38,281
11,20,39,280
11,21,39,280
11,22,39,283
11,23,40,282
11,24,40,282
11,25,41,282
11,26,41,282
11,27,43,282
11,28,43,283
11,29,44,282
11,30,44,282
11,31,45,282
11,32,45,282
11,33,45,282
11,34,45,282
11,35,45,283
11,36,45,283
11,37,46,283
11,38,46,283
11,39,49,280
11,40,49,280
11,41,50,280
11,42,50,280
11,43,51,281
11,44,51,281
11,45,51,281
11,46,51,280
11,47,52,280
11,48,52,280
11,49,53,280
11,50,53,280
11,51,55,281
11,52,54,281
11,53,54,281
11,54,55,280
11,55,56,280
11,56,57,280
11,57,57,280
11,58,57,279
11,59,57,279
11,60,58,279
11,61,58,278
11,62,59,278
11,63,59,277
11,64,61,277
11,65,61,277
11,66,62,277
11,67,62,277
11,68,63,276
11,69,63,276
11,70,63,275
11,71,63,275
11,72,64,274
11,73,64,274
11,74,66,273
11,75,66,273
11,76,67,271
11,77,67,271
11,78,68,271
11,79,68,271
11,80,70,269
11,81,70,269
11,82,70,268
11,83,70,268
11,84,71,267
11,85,71,267
11,86,72,265
11,87,72,265
11,88,74,265
11,89,73,264
11,90,74,265
11,91,74,264
11,92,74,264
11,93,75,262
11,94,75,262
11,95,76,263
11,96,76,262
11,97,77,262
11,98,77,261
11,99,77,261
11,100,77,261
11,101,78,261
11,102,78,261
11,103,79,260
11,104,79,260
11,105,81,260
11,106,81,260
11,107,82,260
11,108,81,259
11,109,84,259
11,110,82,259
11,111,83,259
11,112,83,259
11,113,84,258
11,114,84,258
11,115,85,258
11,116,85,258
11,117,86,258
11,118,86,257
11,119,87,257
11,120,87,257
11,121,88,256
11,122,89,257
11,123,89,257
11,124,89,257
11,125,90,257
11,126,90,256
11,127,91,256
11,128,91,256
11,129,92,256
11,130,92,256
11,131,93,256
11,132,93,256
11,133,94,255
11,134,94,256
11,135,95,256
11,136,95,256
11,137,97,255
11,138,97,255
11,139,98,256
11,140,98,256
11,141,98,256
11,142,98,256
11,143,99,256
11,144,99,256
11,145,101,255
11,146,103,256
11,147,103,256
11,148,104,256
11,149,104,256
11,150,105,256
11,151,105,256
11,152,105,256
12,0,27,278
12,1,27,278
12,2,29,279
12,3,29,279
12,4,31,279
12,5,31,280
12,6,32,280
12,7,32,280
12,8,33,280
12,9,33,281
12,10,34,281
12,11,34,281
12,12,36,281
12,13,36,282
12,14,39,280
12,15,39,280
12,16,39,283
12,17,43,282
12,18,43,283
12,19,44,282
12,20,44,282
12,21,45,282
12,22,45,282
12,23,45,282
12,24,45,282
12,25,45,283
12,26,45,283
12,27,46,283
12,28,46,283
12,29,49,280
12,30,49,280
12,31,50,280
12,32,50,280
12,33,51,281
12,34,51,281
12,35,51,281
12,36,51,280
12,37,52,280
12,38,52,280
12,39,53,280
12,40,53,280
12,41,55,281
12,42,54,281
12,43,54,281
12,44,55,280
12,45,56,280
12,46,57,280
12,47,57,280
12,48,57,279
12,49,57,279
12,50,58,279
12,51,58,278
12,52,59,278
12,53,59,277
12,54,61,277
12,55,62,277
12,56,62,277
12,57,63,275
12,58,63,275
12,59,67,271
12,60,67,271
12,61,70,269
12,62,70,269
12,63,70,268
12,64,70,268
12,65,72,265
12,66,72,265
12,67,74,265
12,68,73,264
12,69,74,265
12,70,74,264
12,71,74,264
12,72,75,262
12,73,75,262
12,74,76,263
12,75,76,262
12,76,77,262
12,77,77,261
12,78,78,261
12,79,78,261
12,80,81,260
12,81,81,260
12,82,82,260
12,83,81,259
12,84,84,259
12,85,82,259
12,86,83,259
12,87,83,259
12,88,84,258
12,89,84,258
12,90,85,258
12,91,85,258
12,92,86,258
12,93,86,257
12,94,87,257
12,95,87,257
12,96,88,256
12,97,89,257
12,98,89,257
12,99,89,257
12,100,90,256
12,101,91,256
12,102,91,256
12,103,92,256
12,104,92,256
12,105,93,256
12,106,93,256
12,107,94,255
12,108,94,256
12,109,95,256
12,110,95,256
12,111,97,255
12,112,97,255
12,113,98,256
12,114,98,256
12,115,98,256
12,116,98,256
12,117,99,256
12,118,99,256
12,119,101,255
12,120,103,256
12,121,103,256
12,122,105,256
12,123,105,256
12,124,105,256
